address,is24qa_bezugsfrei_ab,is24qa_etage,is24qa_flaeche,is24qa_kaltmiete,is24qa_nebenkosten,is24qa_zi,lat,lng,url,zip_region_country
"Saatwinkler Damm 361,",sofort,,"73,06 m²","500,17 €",,3,"52.54654577001119,",13.239556578986441,https://www.immobilienscout24.de/expose/108678998,"13599 Berlin, Haselhorst (Spandau)"
"Quedlinburger Str. 62,",16.02.2019,2,"56,48 m²","526,88 €",,2,"52.54019260953077,",13.615337782556304,https://www.immobilienscout24.de/expose/108678907,"12627 Berlin, Hellersdorf (Hellersdorf)"
"Walldürner Weg 25,",nach Vereinbarung,2,"53,76 m²","486,96 €",,2,"52.56467680188383,",13.204486803879943,https://www.immobilienscout24.de/expose/108678926,"13587 Berlin, Spandau (Spandau)"
"Bizetstraße 81,",,3 von 4,"59,91 m²","898,65 €",,2,"52.54875243520597,",13.45741616277343,https://www.immobilienscout24.de/expose/108679443,"13088 Weißensee, Weißensee (Weißensee)"
"Florastr. 14,",01.12.2018 oder später,1 von 4,"27,82 m²",460 €,,1,"52.56554140251459,",13.400515297534033,https://www.immobilienscout24.de/expose/108679871,"13187 Berlin, Pankow (Pankow)"
"Greifswalder Straße 26,",sofort verfügbar,5 von 5,"60,82 m²","1.216,40 €",,3,"52.531717642499565,",13.42834992584483,https://www.immobilienscout24.de/expose/108679039,"10405 Berlin, Prenzlauer Berg (Prenzlauer Berg)"
"Revaler Str. 14,",sofort,2 von 5,"37,39 m²","508,63 €",,1,"52.50798909511748,",13.454967769405949,https://www.immobilienscout24.de/expose/108680300,"10245 Berlin, Friedrichshain (Friedrichshain)"
"Treptower Straße 26,",15.12.2018,1 von 4,59 m²,1.000 €,,2,"52.4815113100752,",13.452847821020779,https://www.immobilienscout24.de/expose/108680360,"12059 Berlin, Neukölln (Neukölln)"
"Schöneberger Straße 25,",01.01.2019,2 von 4,49 m²,543 €,,2,"52.46934574421621,",13.372608311366323,https://www.immobilienscout24.de/expose/108680464,"12103 Berlin, Tempelhof (Tempelhof)"
"Libauer Str. 7,",sofort,3 von 4,"55,87 m²","679,82 €",,2,"52.509134475094015,",13.45352892294702,https://www.immobilienscout24.de/expose/108680932,"10245 Berlin, Friedrichshain (Friedrichshain)"
"Mellenseestr. 37,",sofort,6 von 10,61 m²,539 €,,2,"52.49225512939254,",13.51290698699261,https://www.immobilienscout24.de/expose/108681046,"10319 Berlin, Friedrichsfelde (Lichtenberg)"
"Dreysestraße 5,",01.01.2019,3 von 6,"85,07 m²","1.148,45 €",,3,"52.52847757898102,",13.352175682399803,https://www.immobilienscout24.de/expose/108680469,"10559 Berlin, Tiergarten (Tiergarten)"
,28.12.2018,1 von 4,73 m²,900 €,,2,,,https://www.immobilienscout24.de/expose/108678212,13357 Berlin
"AndreasstraBe 10,",,,230 m²,2.300 €,,2,"52.45941525221341,",13.426807514525228,https://www.immobilienscout24.de/expose/108675922,"12043 Berlin, Britz (Neukölln)"
"Tabbertstraße 6B,",flexibel,2 von 5,"50,05 m²","800,80 €",,2,"52.4644250872095,",13.50574668995274,https://www.immobilienscout24.de/expose/108675886,"12459 Berlin, Oberschöneweide (Köpenick)"
"Ystadter Str 17,",01.02.2019,2 von 6,72 m²,1.035 €,,2,"52.54723964101986,",13.405086770076643,https://www.immobilienscout24.de/expose/108675928,"10437 Berlin, Prenzlauer Berg (Prenzlauer Berg)"
"Tabbertstraße 6B,",flexibel,2 von 5,"56,71 m²","708,88 €",,2,"52.4644250872095,",13.50574668995274,https://www.immobilienscout24.de/expose/108675953,"12459 Berlin, Oberschöneweide (Köpenick)"
"Trachtenbrodtstraße 26,",28.01.2019,3,"56,92 m²","735,98 €",,2,"52.54756215834059,",13.43330684754767,https://www.immobilienscout24.de/expose/108676200,"10409 Berlin, Prenzlauer Berg (Prenzlauer Berg)"
"Tabbertstraße 6B,",flexibel,3 von 5,"51,99 m²","649,88 €",,2,"52.4644250872095,",13.50574668995274,https://www.immobilienscout24.de/expose/108676018,"12459 Berlin, Oberschöneweide (Köpenick)"
"Malteserstr. 150,",sofort,1 von 4,"84,79 m²",809 €,,3,"52.418536534940046,",13.360328185595083,https://www.immobilienscout24.de/expose/108675736,"12277 Berlin, Marienfelde (Tempelhof)"
"Sodtkestraße 12,",28.01.2019,1,"57,16 m²",738 €,,2,"52.54565235135322,",13.432727961567279,https://www.immobilienscout24.de/expose/108676206,"10409 Berlin, Prenzlauer Berg (Prenzlauer Berg)"
"Lindenhoekweg 12,",28.01.2019,3,"51,64 m²","684,55 €",,2,"52.5476552065295,",13.433568454780604,https://www.immobilienscout24.de/expose/108676202,"10409 Berlin, Prenzlauer Berg (Prenzlauer Berg)"
"Weißenfelser Str. 2 A,",nach Vereinbarung,5,"70,23 m²","491,86 €",,3,"52.5398641181009,",13.61902494722445,https://www.immobilienscout24.de/expose/108676214,"12627 Berlin, Hellersdorf (Hellersdorf)"
"Bruno-Taut-Ring 4,",06.05.2019,3,"68,5 m²","576,75 €",,4,"52.44023421747631,",13.451055498000397,https://www.immobilienscout24.de/expose/108676230,"12359 Berlin, Britz (Neukölln)"
"Flughafenstraße 72,",Sofort,0 von 5,"48,86 m²",830 €,,2,"52.480698738774926,",13.42277729218,https://www.immobilienscout24.de/expose/108676651,"12049 Berlin, Neukölln (Neukölln)"
"Stubenrauchstraße 105,",nach Vereinbarung,3 von 3,"71,8 m²",998 €,,3,"52.43042976532177,",13.494207365173528,https://www.immobilienscout24.de/expose/108676628,"12357 Berlin, Rudow (Neukölln)"
"Alfred-Kowalke-Straße 26,",30.11.2018,,"37,16 m²",290 €,,1,"52.50806556143619,",13.523706840922602,https://www.immobilienscout24.de/expose/108676775,"10315 Berlin, Friedrichsfelde (Lichtenberg)"
"Seydelstr. 22,",01.02.2019,1 von 6,"103,69 m²","1.494,17 €",,3,"52.50936759864498,",13.404368583226757,https://www.immobilienscout24.de/expose/108677444,"10117 Berlin, Mitte (Mitte)"
"Schlüterstraße 80,",sofort,1 von 6,"38,5 m²",520 €,,1,"52.510624289992876,",13.318436082193585,https://www.immobilienscout24.de/expose/108677078,"10625 Berlin, Charlottenburg (Charlottenburg)"
"Lehrter Str. 4,",16.12.2018,5,"68,97 m²",835 €,,"2,5","52.52677008478563,",13.364785937552979,https://www.immobilienscout24.de/expose/108677588,"10557 Berlin, Tiergarten (Tiergarten)"
"Stubenrauchstraße 105,",nach Vereinbarung,3 von 3,"82,79 m²",1.097 €,,3,"52.43042976532177,",13.494207365173528,https://www.immobilienscout24.de/expose/108677647,"12357 Berlin, Rudow (Neukölln)"
"Suarezstraße 19,",1.1.2019,2 von 4,"130,68 m²","1.894,86 €",,4,"52.50652168197357,",13.294365629852937,https://www.immobilienscout24.de/expose/108677679,"14057 Berlin, Charlottenburg (Charlottenburg)"
"Tabbertstraße 6B,",flexibel,1 von 5,"52,57 m²","630,84 €",,2,"52.4644250872095,",13.50574668995274,https://www.immobilienscout24.de/expose/108675717,"12459 Berlin, Oberschöneweide (Köpenick)"
,01.01.2019,2 von 2,"52,55 m²",570 €,,2,,,https://www.immobilienscout24.de/expose/108675303,12305 Berlin
"Gutschmidtstr. 4A,",06.05.2019,0,"54,32 m²","501,70 €",,2,"52.43747753973981,",13.450397993657361,https://www.immobilienscout24.de/expose/108673436,"12359 Berlin, Britz (Neukölln)"
"Beckerstr. 16,",sofort,0 von 5,"49,91 m²","517,63 €",,2,"52.46677495423176,",13.33969905930295,https://www.immobilienscout24.de/expose/108673806,"12157 Berlin, Schöneberg (Schöneberg)"
"Gerichtstr. 65,",15.12.2018,5,"30,05 m²",580 €,,1,"52.54344555804068,",13.372446721821136,https://www.immobilienscout24.de/expose/108675721,"13347 Berlin, Wedding (Wedding)"
"Tabbertstraße 6B,",flexibel,1 von 5,"54,28 m²","814,20 €",,2,"52.4644250872095,",13.50574668995274,https://www.immobilienscout24.de/expose/108675247,"12459 Berlin, Oberschöneweide (Köpenick)"
"Küllstedter Straße 20A,",März 2019,0 von 5,"71,33 m²","748,97 €",,2,"52.53687547968052,",13.507935643155388,https://www.immobilienscout24.de/expose/108675314,"13055 Berlin, Alt-Hohenschönhausen (Hohenschönhausen)"
"Schnellerstr. 102a,",01.12.2018,1,"72,13 m²",575 €,,3,"52.45376009779517,",13.521615843381943,https://www.immobilienscout24.de/expose/108675451,"12439 Berlin, Niederschöneweide (Treptow)"
"Plauener Straße 73A,",März 2019,4 von 4,"50,45 m²","529,73 €",,2,"52.53894400945931,",13.506478746121125,https://www.immobilienscout24.de/expose/108674110,"13055 Berlin, Alt-Hohenschönhausen (Hohenschönhausen)"
"Arendsweg 44,",März 2019,2 von 5,"75,67 m²","794,54 €",,2,"52.5382385109411,",13.505615708958517,https://www.immobilienscout24.de/expose/108674527,"13055 Berlin, Alt-Hohenschönhausen (Hohenschönhausen)"
"Plauener Straße 58,",März 2019,2 von 5,"90,27 m²","947,84 €",,3,"52.538225197621934,",13.507665793424225,https://www.immobilienscout24.de/expose/108674763,"13055 Berlin, Alt-Hohenschönhausen (Hohenschönhausen)"
"Schubartstr. 51,",16.12.2018,3,"45,46 m²",514 €,,1,"52.58444603601439,",13.302086597901422,https://www.immobilienscout24.de/expose/108674941,"13509 Berlin, Wittenau (Reinickendorf)"
"Uhlandstrasse 0,",10.12.2018,1,16 m²,580 €,,1,"52.58644576680301,",13.392928219081403,https://www.immobilienscout24.de/expose/108674987,"13156 Berlin, Niederschönhausen (Pankow)"
"Plauener Straße 96,",März 2019 oder früher,3 von 5,"85,71 m²","899,96 €",,3,"52.53830903505805,",13.50982820258016,https://www.immobilienscout24.de/expose/108675007,"13055 Berlin, Alt-Hohenschönhausen (Hohenschönhausen)"
"Sembritzkistraße 29A,",28.12.2018,1 von 4,80 m²,990 €,,4,"52.45352790406267,",13.352038650186959,https://www.immobilienscout24.de/expose/108673193,"12169 Berlin, Steglitz (Steglitz)"
"Alt-Heiligensee 36,",sofort,,"50,59 m²","602,02 €",,2,"52.60898698931015,",13.212855902102111,https://www.immobilienscout24.de/expose/108673202,"13503 Berlin, Heiligensee (Reinickendorf)"
"Weserstr. 43,",Nach Vereinbarung,1,"41,02 m²",555 €,,1,"52.48463379649013,",13.437668398278893,https://www.immobilienscout24.de/expose/108673320,"12045 Berlin, Neukölln (Neukölln)"
"Manteuffelstr. 38,",Nach Vereinbarung,3,"69,98 m²","622,63 €",,"2,5","52.45710832009228,",13.376078138494156,https://www.immobilienscout24.de/expose/108673327,"12103 Berlin, Tempelhof (Tempelhof)"
"Buschkrugallee 219,",22.04.2019,0,"52,59 m²","483,35 €",,2,"52.44576353697818,",13.455345158318972,https://www.immobilienscout24.de/expose/108673366,"12359 Berlin, Britz (Neukölln)"
"Gutschmidtstr. 12A,",06.05.2019,1,"59,89 m²","491,13 €",,2,"52.43769397257363,",13.44920445042347,https://www.immobilienscout24.de/expose/108673434,"12359 Berlin, Britz (Neukölln)"
"Poelchaustr. 18,",nach Vereinbarung,7,"89,59 m²","569,61 €",,3,"52.533310062558044,",13.544097238512549,https://www.immobilienscout24.de/expose/108670524,"12681 Berlin, Marzahn (Marzahn)"
"Wattstr. 58,",nach Vereinbarung,0,"47,68 m²","470,13 €",,2,"52.46860303079785,",13.50871518401971,https://www.immobilienscout24.de/expose/108670525,"12459 Berlin, Oberschöneweide (Köpenick)"
"Wattstr. 63,",nach Vereinbarung,1,"47,7 m²","469,83 €",,2,"52.4676760426505,",13.508568811055662,https://www.immobilienscout24.de/expose/108670526,"12459 Berlin, Oberschöneweide (Köpenick)"
,ab sofort,2 von 2,45 m²,318 €,,2,,,https://www.immobilienscout24.de/expose/108672000,13086 Berlin
"Rhinstr. 145,",01.01.2019,6,"62,8 m²","420,50 €",,2,"52.531538294049795,",13.517327724439669,https://www.immobilienscout24.de/expose/108673191,"10315 Berlin, Friedrichsfelde (Lichtenberg)"
"Hallberger Zeile 7,",07.12.2018,2,"59,92 m²","504,23 €",,2,"52.461843333456166,",13.484697210639823,https://www.immobilienscout24.de/expose/108671355,"12437 Berlin, Baumschulenweg (Treptow)"
"Stralauer Platz 35,",,6 von 11,"61,16 m²","1.162,04 €",,2,"52.50854278514871,",13.433764947252634,https://www.immobilienscout24.de/expose/108671225,"10243 Berlin - Friedrichshain, Friedrichshain (Friedrichshain)"
"WIELANDSTR. 37,",WIE ES PASST.....,5 von 5,123 m²,"2.641,48 €",,3,"52.503725982493094,",13.316331000921364,https://www.immobilienscout24.de/expose/108671891,"10629 Berlin, Charlottenburg (Charlottenburg)"
,31.01.2019,1 von 1,55 m²,620 €,,2,,,https://www.immobilienscout24.de/expose/108672616,12277 Berlin
"Gerichtstr. 65,",15.12.2018,4 von 5,"23,2 m²",550 €,,1,"52.54344555804068,",13.372446721821136,https://www.immobilienscout24.de/expose/108672877,"13347 Berlin, Wedding (Wedding)"
"Gerichtstr. 65,",15.12.2018,2 von 5,"25,4 m²",595 €,,1,"52.54344555804068,",13.372446721821136,https://www.immobilienscout24.de/expose/108672861,"13347 Berlin, Wedding (Wedding)"
"Gerichtstr. 65,",15.12.2018,4 von 5,"24,5 m²",580 €,,1,"52.54344555804068,",13.372446721821136,https://www.immobilienscout24.de/expose/108672897,"13347 Berlin, Wedding (Wedding)"
"Gerichtstr. 65,",15.12.2018,1 von 5,"25,05 m²",585 €,,1,"52.54344555804068,",13.372446721821136,https://www.immobilienscout24.de/expose/108672690,"13347 Berlin, Wedding (Wedding)"
"Gerichtstr. 65,",15.12.2018,2 von 5,"25,4 m²",595 €,,1,"52.54344555804068,",13.372446721821136,https://www.immobilienscout24.de/expose/108672711,"13347 Berlin, Wedding (Wedding)"
"Triftstr. 53,",16.12.2018,0,"68,97 m²",841 €,,2,"52.542686780819444,",13.35494815111559,https://www.immobilienscout24.de/expose/108672324,"13353 Berlin, Wedding (Wedding)"
"Fritschestr. 79,",08.12.2018,0 von 5,60 m²,1.000 €,,"1,5","52.514605021887235,",13.299575901285706,https://www.immobilienscout24.de/expose/108672326,"10585 Berlin, Charlottenburg (Charlottenburg)"
"Gerichtstr. 65,",15.12.2018,2 von 5,"30,05 m²",695 €,,1,"52.54344555804068,",13.372446721821136,https://www.immobilienscout24.de/expose/108672921,"13347 Berlin, Wedding (Wedding)"
"Gerichtstr. 65,",15.12.2018,3 von 5,26 m²,572 €,,1,"52.54344555804068,",13.372446721821136,https://www.immobilienscout24.de/expose/108672940,"13347 Berlin, Wedding (Wedding)"
"Gerichtstr. 65,",15.12.2018,5,"30,05 m²",590 €,,1,"52.54344555804068,",13.372446721821136,https://www.immobilienscout24.de/expose/108672968,"13347 Berlin, Wedding (Wedding)"
,sofort,1,106 m²,954 €,,3,,,https://www.immobilienscout24.de/expose/108673057,12357 Berlin
"Marzahner Chaussee 192a,",sofort,1,38 m²,247 €,,1,"52.52392861236605,",13.534548345979204,https://www.immobilienscout24.de/expose/108665409,"12681 Berlin, Marzahn (Marzahn)"
"Große-Leege-Str. 64A,",sofort,,"38,6 m²","292,59 €",,1,"52.53668560066213,",13.487186059439598,https://www.immobilienscout24.de/expose/108665419,"13055 Berlin, Alt-Hohenschönhausen (Hohenschönhausen)"
"Große-Leege-Str. 67A,",sofort,,"38,81 m²","275,25 €",,1,"52.53719369302648,",13.487614390838425,https://www.immobilienscout24.de/expose/108665420,"13055 Berlin, Alt-Hohenschönhausen (Hohenschönhausen)"
"Marzahner Chaussee 194,",sofort,4,58 m²,"318,42 €",,2,"52.52430857597931,",13.534667765462402,https://www.immobilienscout24.de/expose/108665411,"12681 Berlin, Marzahn (Marzahn)"
"Lückstraße 2,",sofort,1 von 4,25 m²,400 €,,1,"52.50228455950936,",13.487294570585625,https://www.immobilienscout24.de/expose/108665508,"10317 Berlin, Lichtenberg (Lichtenberg)"
"Wendenschloßstraße 145,",ab 01.01.2019,2 von 4,"107,32 m²",1.094 €,,4,"52.437959258383806,",13.582806545537863,https://www.immobilienscout24.de/expose/108665490,"12557 Berlin, Köpenick (Köpenick)"
"Haselhorster Damm 8,",01.01.2019,1,"56,16 m²","400,42 €",,2,"52.5438539249651,",13.23952889690412,https://www.immobilienscout24.de/expose/108665423,"13599 Berlin, Haselhorst (Spandau)"
,15.12.2018,3 von 6,"56,4 m²",985 €,,2,,,https://www.immobilienscout24.de/expose/108666374,10245 Berlin - Friedrichshain
"Thulestr. 16,",15.12.2018,1 von 5,45 m²,529 €,,1,"52.5548443490399,",13.41745943242002,https://www.immobilienscout24.de/expose/108667569,"13189 Berlin, Pankow (Pankow)"
"Fritz-Lang-Straße 5,",15.12.2018,3,"68,04 m²",599 €,,2,"52.53677680841691,",13.602428884440588,https://www.immobilienscout24.de/expose/108669029,"12627 Berlin, Hellersdorf (Hellersdorf)"
"Hentigstrasse 18A,",01.01.2019,1 von 6,"95,85 m²","1.150,20 €",,3,"52.48881923812778,",13.524396032495424,https://www.immobilienscout24.de/expose/108668325,"10318 Berlin, Karlshorst (Lichtenberg)"
"Britzer Str. 56a,",16.12.2018,4,"76,94 m²",734 €,,3,"52.440240105130115,",13.402878882053296,https://www.immobilienscout24.de/expose/108670523,"12109 Berlin, Mariendorf (Tempelhof)"
"Neue Bahnhofstr. 1,",01.12.2018,1 von 2,35 m²,"557,29 €",,1,"52.50466781749112,",13.469046669298129,https://www.immobilienscout24.de/expose/108665851,"10245 Berlin, Friedrichshain (Friedrichshain)"
"Waldowallee 128,",01.02.2019,5 von 5,"45,84 m²",550 €,,2,"52.48115692528947,",13.533625254278702,https://www.immobilienscout24.de/expose/108667989,"10318 Berlin-Karlshorst, Karlshorst (Lichtenberg)"
"Joseph-von-Eichendorff-Gasse 1,",ab sofort,3,"86,36 m²",1.470 €,,2,"52.50752194328944,",13.373576202033453,https://www.immobilienscout24.de/expose/108669312,"10785 Berlin, Tiergarten (Tiergarten)"
"Joseph-von-Eichendorff-Gasse 1,",sofort,3,"105,97 m²",1.740 €,,2,"52.50752194328944,",13.373576202033453,https://www.immobilienscout24.de/expose/108669350,"10785 Berlin, Tiergarten (Tiergarten)"
"Joseph-von-Eichendorff-Gasse 1,",sofort,4,"93,19 m²",1.570 €,,3,"52.50752194328944,",13.373576202033453,https://www.immobilienscout24.de/expose/108669357,"10785 Berlin, Tiergarten (Tiergarten)"
"Märkische Allee 280,",01.01.2019,18 von 21,"62,54 m²","357,73 €",,3,"52.55813472218006,",13.556239323155538,https://www.immobilienscout24.de/expose/108669708,"12687 Berlin, Marzahn (Marzahn)"
"Havensteinstraße 44,",ab sofort,3 von 5,"64,9 m²","500,44 €",,2,"52.43037960871952,",13.34166924661137,https://www.immobilienscout24.de/expose/108669711,"12249 Berlin, Lankwitz (Steglitz)"
"Joseph-von-Eichendorff-Gasse 1,",sofort,4,"105,97 m²",1.750 €,,3,"52.50752194328944,",13.373576202033453,https://www.immobilienscout24.de/expose/108669356,"10785 Berlin, Tiergarten (Tiergarten)"
,01.01.19,,"83,48 m²",850 €,,3,,,https://www.immobilienscout24.de/expose/108665395,12247 Berlin
"Zepernicker Str. 2,",01.01.2019,3 von 3,"56,2 m²",490 €,,2,"52.6397881353608,",13.509615059660518,https://www.immobilienscout24.de/expose/108662432,"13125 Berlin, Buch (Pankow)"
"Wühlischstr. 17,",sofort,1,"107,4 m²",1.280 €,,3,"52.50864535666254,",13.462079542751189,https://www.immobilienscout24.de/expose/108663441,"10245 Berlin, Friedrichshain (Friedrichshain)"
"Handjerystr. 36,",01.01.2019,3,"53,01 m²",559 €,,"1,5","52.43613318527107,",13.554174628293516,https://www.immobilienscout24.de/expose/108662439,"12489 Berlin, Adlershof (Treptow)"
"Goldammerstr. 31,",01.01.2019,6,"37,05 m²",455 €,,1,"52.43158249032268,",13.4686055815708,https://www.immobilienscout24.de/expose/108663650,"12351 Berlin, Buckow (Neukölln)"
"Schönstraße 23,",ab sofort,,40 m²,565 €,,1,"52.55536687864657,",13.45432636857884,https://www.immobilienscout24.de/expose/108663541,"13086 Berlin, Weißensee (Weißensee)"
"Schlieper Str. 12,",sofort,4 von 4,100 m²,1.130 €,,2,"52.58700415089715,",13.285758779995245,https://www.immobilienscout24.de/expose/108663110,"13507 Berlin, Tegel (Reinickendorf)"
"Beyrodtstr. 43,",nach Vereinbarung,1,"49,84 m²","436,95 €",,3,"52.42029191716018,",13.366505197809982,https://www.immobilienscout24.de/expose/108662415,"12277 Berlin, Marienfelde (Tempelhof)"
"Roonstraße 9,",01.01.2019,3 von 3,134 m²,1.450 €,,"3,5","52.43598537599493,",13.238694554060936,https://www.immobilienscout24.de/expose/108664383,"14163 Berlin, Zehlendorf (Zehlendorf)"
"Romanshorner Weg 62,",Nach Vereinbarung,2,"53,05 m²","551,42 €",,"2,5","52.56809219426746,",13.349878686111216,https://www.immobilienscout24.de/expose/108664611,"13407 Berlin, Reinickendorf (Reinickendorf)"
"Riesaer Str. 10,",nach Vereinbarung,3,"89,89 m²","858,27 €",,4,"52.534411476394936,",13.60523519497316,https://www.immobilienscout24.de/expose/108664627,"12627 Berlin, Hellersdorf (Hellersdorf)"
